Route,Location,Latitude,Longitude,URL,votes_most_log
Hualapai Huarm-up (V0 3.0 2),Hualapai Huarm-up Boulder,35.09652,-113.89198,https://www.mountainproject.com/route/121786723/hualapai-huarm-up,0.3010299956639812
Dolphin Face (V1-2 3.0 2),Dolphin Boulder,35.09838,-113.88185,https://www.mountainproject.com/route/121368427/dolphin-face,0.3010299956639812
Water crack (V2-3 3.0 2),Water Crack Boulder,31.88886,-110.01274,https://www.mountainproject.com/route/122110079/water-crack,0.3010299956639812
Brain Hotel (V5 3.0 2),1) Brain Hotel,35.23449,-111.61404,https://www.mountainproject.com/route/114808179/brain-hotel,0.3010299956639812
Fresh Hell (V1 PG13 3.0 2),Fresh Hell,31.94249,-109.9678,https://www.mountainproject.com/route/120235955/fresh-hell,0.3010299956639812
Huecos of Destiny (V0 3.0 2),White Rock Canyon Trail,35.96936,-114.72225,https://www.mountainproject.com/route/114340324/huecos-of-destiny,0.3010299956639812
"Over 9,000 (V4 3.0 2)",Sauna,35.22795,-111.60784,https://www.mountainproject.com/route/115571472/over-9000,0.3010299956639812
Original (V1-2 3.0 2),Jaws Boulder/Pringle Wall,33.34359,-112.01251,https://www.mountainproject.com/route/119690554/original,0.3010299956639812
"Meat the Bonsai (V5 3.0 2) 
 Flopchute (V2-3 3.0 2)",Gulch Wall,31.88886,-110.01275,https://www.mountainproject.com/route/122109881/meat-the-bonsai,0.3010299956639812
Moonlight Mile (V3 3.0 3),Lindita,32.43911,-110.75227,https://www.mountainproject.com/route/117719192/moonlight-mile,0.47712125471966244
"Pakalolo (V2 PG13 3.0 2) 
 Captain ZigZag (V2 PG13 3.0 2)",The Forest,32.36121,-110.71645,https://www.mountainproject.com/route/117281350/pakalolo,0.3010299956639812
Tabernacle/Alter Linkup (V3 3.0 2),Shrine,32.34969,-111.149,https://www.mountainproject.com/route/120070832/tabernaclealter-linkup,0.3010299956639812
This Isn't the Choss You're Looking For (V9 PG13 3.0 2),Choss Boulder,33.34348,-112.0122,https://www.mountainproject.com/route/120240210/this-isnt-the-choss-youre-looking-for,0.3010299956639812
Pogo-a-Go-Go (V4 3.0 3),The Painted Lady,31.87672,-110.02736,https://www.mountainproject.com/route/116183811/pogo-a-go-go,0.47712125471966244
Snake Farm (V3-4 3.0 2),Snake Farm Boulder,31.92414,-109.96833,https://www.mountainproject.com/route/119658649/snake-farm,0.3010299956639812
"Ramada Suites (V5 3.0 2) 
 All Systems Go (V5 3.0 2)",Solitude Boulder,32.4296,-110.78125,https://www.mountainproject.com/route/122409863/ramada-suites,0.3010299956639812
#12 (V0- 3.0 3),Campground Boulders,33.30524,-111.05977,https://www.mountainproject.com/route/119169099/12,0.47712125471966244
Ambient Yeast (V4 3.0 2),Ambient Yeast Boulder,31.94549,-109.96587,https://www.mountainproject.com/route/120231433/ambient-yeast,0.3010299956639812
"Necta-Reach (V6 3.0 2) 
 Blood Orange (V10 3.0 1)",5) Queen Bee Area,35.23168,-111.60301,https://www.mountainproject.com/route/121286995/necta-reach,0.3010299956639812
Observation Room (V7 3.3 4),Observation Room,33.34317,-112.01009,https://www.mountainproject.com/route/120259696/observation-room,0.6020599913279624
"Testosterone Replacement Therapy (V7 PG13 3.0 2) 
 Circumnavigation (V7 3.3 3)",Ramada Overhangs,32.39122,-110.70881,https://www.mountainproject.com/route/120229601/testosterone-replacement-therapy,0.3010299956639812
"Snake Bite (V8 3.0 2) 
 Moon Walk The Sun (V9 3.0 2)",Animal House,33.33638,-112.02474,https://www.mountainproject.com/route/120240697/snake-bite,0.3010299956639812
Mother Insists (V7 3.3 3),Dinner Table,31.92027,-109.96507,https://www.mountainproject.com/route/121079437/mother-insists,0.47712125471966244
Tambourine Man (V1-2 R 3.0 2),Devils Bridge Boulder,34.89802,-111.80828,https://www.mountainproject.com/route/118656313/tambourine-man,0.3010299956639812
Lonely Blues Picker (V2 2.5 4),One Man Band Area,35.29845,-111.70263,https://www.mountainproject.com/route/122980343/lonely-blues-picker,0.6020599913279624
Femboy Hooters (V1 3.0 2),The Magma Gardens,33.29875,-111.07289,https://www.mountainproject.com/route/120495406/femboy-hooters,0.3010299956639812
"Glory Hole (V6-7 3.0 2) 
 Project (V8-9 PG13 3.0 2) 
 Red Velvet (V3 3.0 2)",West Sanctuary,32.34923,-111.1653,https://www.mountainproject.com/route/114094605/glory-hole,0.3010299956639812
Gunpowder Milkshake (V5-6 PG13 3.0 3),Gunpowder Boulder,31.92244,-109.96894,https://www.mountainproject.com/route/121176720/gunpowder-milkshake,0.47712125471966244
Puma Prey (V9 3.0 4),E. Puma Prey Boulder,35.10251,-111.55895,https://www.mountainproject.com/route/119973314/puma-prey,0.6020599913279624
Wet n Wild (V4 2.9 7),Countertop,32.31471,-110.74271,https://www.mountainproject.com/route/118175813/wet-n-wild,0.8450980400142568
"Rocky Mountain Daydream (V5- PG13 2.8 4) 
 Red Ruby (V4 2.3 3)",The Big Roof,33.35769,-112.01084,https://www.mountainproject.com/route/107456261/rocky-mountain-daydream,0.6020599913279624
"Wood Grub (V4 3.0 3) 
 Elvis Crack (V1 3.0 3) 
 Dark Tranquility (V2 3.3 3)",2) Dragon Egg,35.2358,-111.61332,https://www.mountainproject.com/route/109978384/wood-grub,0.47712125471966244
The Casket Direct (V6 3.0 3),Casket Boulder,31.94223,-109.96856,https://www.mountainproject.com/route/120233309/the-casket-direct,0.47712125471966244
Five on It (V3-4 3.0 3),Luniz Boulder,33.33636,-112.02422,https://www.mountainproject.com/route/120120156/five-on-it,0.47712125471966244
What About Bob? (V4-5 3.2 6),What About Bob?,31.92679,-109.9696,https://www.mountainproject.com/route/120282320/what-about-bob,0.7781512503836436
Crater Skater (V3+ 3.0 4),Kidney Stone,31.93039,-109.9695,https://www.mountainproject.com/route/118342988/crater-skater,0.6020599913279624
House Cat (V4-5 3.0 3),House Cat,33.33694,-112.02068,https://www.mountainproject.com/route/119262538/house-cat,0.47712125471966244
Smell My Worm (V7 3.0 3),Smell My Worm Boulder,31.94261,-109.96776,https://www.mountainproject.com/route/120232360/smell-my-worm,0.47712125471966244
Campsite V3 (V3 3.0 4),Campsite Boulder,31.8744,-110.02196,https://www.mountainproject.com/route/116787501/campsite-v3,0.6020599913279624
"Duke's Line (V4- 2.7 10) 
 King's Line (V3 2.6 10)",Crown Boulder,33.34331,-112.01028,https://www.mountainproject.com/route/118341134/dukes-line,1.0
# 1 (V6-7 3.0 3),Schlotski Roof,35.07462,-111.6186,https://www.mountainproject.com/route/119003385/1,0.47712125471966244
"Assorted Goods (V0-1 2.4 25) 
 Two Trailer Park Girls (V1+ PG13 1.0 3)",Assorted Goods Boulder,33.68139,-112.04159,https://www.mountainproject.com/route/110519388/assorted-goods,1.3979400086720377
Pequod (V4 2.6 12),Moby Dick,33.34301,-112.01205,https://www.mountainproject.com/route/119212269/pequod,1.0791812460476249
"Sanctuary (V1 3.0 4) 
 RRMFP (Ray Ringle Memorial Face Problem) (V4 3.0 2)",Sanctuary Boulder,32.3497,-111.149,https://www.mountainproject.com/route/107557588/sanctuary,0.6020599913279624
Farmers Only (V3 3.0 5),Farmers Only,31.92613,-109.9692,https://www.mountainproject.com/route/120282253/farmers-only,0.6989700043360189
Lazer Salad (V1 PG13 2.8 6),The Pebbles,32.38224,-110.69157,https://www.mountainproject.com/route/120058913/lazer-salad,0.7781512503836436
Don't be a Gyro (V2 2.7 10),North Face,33.34376,-112.01062,https://www.mountainproject.com/route/118225168/dont-be-a-gyro,1.0
"Black Sails (V6 3.0 4) 
 Broken Symmetry (V11-12 3.0 1)",2) Broken Symmetry,35.23114,-111.60319,https://www.mountainproject.com/route/116066334/black-sails,0.6020599913279624
Signature Trim (V1 3.0 5),The Yard,31.88108,-110.02676,https://www.mountainproject.com/route/116183852/signature-trim,0.6989700043360189
"Sack Lunch (V6 2.5 6) 
 Lamb Chop (V7-8 3.0 5)",Lunch Boulder,31.91874,-109.96456,https://www.mountainproject.com/route/120235826/sack-lunch,0.7781512503836436
"North Face of Fire Pit Rock (V10 PG13 3.9 7) 
 West Face of Fire Pit (V1-2 3.3 8)",Fire Pit Rock Boulder,31.92299,-109.96784,https://www.mountainproject.com/route/106381856/north-face-of-fire-pit-rock,0.8450980400142568
Frosted Flakes (V0 2.4 16),Frosted Flake Boulder,33.68024,-112.04121,https://www.mountainproject.com/route/108096910/frosted-flakes,1.2041199826559248
The Pusher Man Arete (V6 2.7 8),Rat's Nest,32.21686,-111.11263,https://www.mountainproject.com/route/121449863/the-pusher-man-arete,0.9030899869919435
Eating Soap (V6 2.9 7),Red Bull and Bananas Boulder,33.34109,-112.01886,https://www.mountainproject.com/route/116815492/eating-soap,0.8450980400142568
Jibba Jabba (V2 2.8 9),Vista Boulder,32.40962,-110.70488,https://www.mountainproject.com/route/105988138/jibba-jabba,0.9542425094393249
Gatekeeper (V3 2.7 10),Entrance Boulders,33.33928,-112.01746,https://www.mountainproject.com/route/118988544/gatekeeper,1.0
Near Sighted (extended) (V2 3.0 5),Cyclops Corner,33.36287,-112.0291,https://www.mountainproject.com/route/111711685/near-sighted-extended,0.6989700043360189
Three Square Meals (V6 3.0 7),Breakfast Boulder,31.91992,-109.96491,https://www.mountainproject.com/route/121509076/three-square-meals,0.8450980400142568
The Arrowhead (V3+ 3.1 12),Creek Overhang (Arrowhead Boulder),32.42268,-110.75166,https://www.mountainproject.com/route/112390021/the-arrowhead,1.0791812460476249
Bittersweet (V3 2.8 10),Bittersweet Boulder,33.3452,-112.00882,https://www.mountainproject.com/route/120020652/bittersweet,1.0
The Incubator (V8 2.9 7),Goosehead,32.37483,-110.70448,https://www.mountainproject.com/route/112335016/the-incubator,0.8450980400142568
"Jonah (V4 2.8 13) 
 Orange Juice (V1 2.9 10)",The Jungle,32.361,-110.71635,https://www.mountainproject.com/route/117329060/jonah,1.1139433523068367
"Double Tap (V6 2.8 22) 
 Death By 1000 Papercuts (V10 3.0 3)",The Assassin's Cradle,32.42705,-110.75406,https://www.mountainproject.com/route/117554290/double-tap,1.3424226808222062
"Flaming Testicle (V3 3.1 11) 
 A Pinch and a Pocket (V4 3.3 4) 
 Flaming Testicle, Left (V2 2.8 8)",Western Bouldering Area,33.52083,-111.97165,https://www.mountainproject.com/route/110588855/flaming-testicle,1.0413926851582251
Checker Head (V1 2.9 17),Checker Head Boulder,31.92153,-109.96674,https://www.mountainproject.com/route/106396985/checker-head,1.2304489213782739
"Brimming with Black Cats (V11 3.2 5) 
 Wilford Brimley (V10 3.0 12) 
 Cardiac Arrest (V10 3.0 2)",Wilford Roof,32.31457,-110.74273,https://www.mountainproject.com/route/107968241/brimming-with-black-cats,0.6989700043360189
"Mother Lovebone (V4-5 3.3 4) 
 Mookie Blaylock (V3-4 2.8 10) 
 Fighting The Foo (V1 2.6 15) 
 The Show Must Go On (V1 2.5 15) 
 Jammin to the Pearl (V3-4 2.7 7)",The Arena Area Foo,33.34556,-112.00823,https://www.mountainproject.com/route/120408238/mother-lovebone,0.6020599913279624
"The Streaker (V4 3.2 11) 
 Tony's Problem (V6 3.0 3)",1) Skeletor Area,35.2296,-111.60399,https://www.mountainproject.com/route/115412853/the-streaker,1.0413926851582251
Road to Damascus (V8- 3.3 4),Felch Boulder / Mini Half-Dome,32.38219,-110.69151,https://www.mountainproject.com/route/119972128/road-to-damascus,0.6020599913279624
Awkward Prom Date (5.10a V1 R 3.0 6),P4 Boulder,33.73358,-111.86516,https://www.mountainproject.com/route/120188137/awkward-prom-date,0.7781512503836436
"Backwaters (V4 3.1 7) 
 Little Fin (V4 3.2 6) 
 Big Fin (V2 2.9 8) 
 Still Waters (V2 2.8 8) 
 Gone Fishin (V2 3.0 3)",The Cove Wall,35.1015,-111.55613,https://www.mountainproject.com/route/107075467/backwaters,0.8450980400142568
Lost In Space (var) (V3-4 3.2 6),Split Rock Area,33.34462,-112.00968,https://www.mountainproject.com/route/116757938/lost-in-space-var,0.7781512503836436
Chalk Troll (V7 3.3 3),Oaklands,35.2458,-111.62078,https://www.mountainproject.com/route/107372535/chalk-troll,0.47712125471966244
"Steel Driving Man (V2-3 3.3 3) 
 Easy Hauling (V0- 3.2 5) 
 The Brakeman (V0- 3.0 4) 
 Hot Rail (V1 3.0 3) 
 Center Shelf (V1-2 3.0 2) 
 The Rusty Spike (V1-2 2.7 3)",E. Railroad Wall,35.11429,-111.58357,https://www.mountainproject.com/route/110318836/steel-driving-man,0.47712125471966244
Every Coyote (V5 3.3 3),Creek Boulder,33.35591,-112.01373,https://www.mountainproject.com/route/111863757/every-coyote,0.47712125471966244
"Way of the Warrior (V3 PG13 3.3 3) 
 Afternoon Delight (V1- PG13 3.0 2)",Lizard Tail Mesa,34.87943,-111.81176,https://www.mountainproject.com/route/117859033/way-of-the-warrior,0.47712125471966244
"Martini Ranch (V7 3.3 3) 
 The Jewel (V9 3.3 3) 
 Dain's Bulge (V9 3.0 4) 
 Flyswatter (V8 2.8 6)",Bill Boulder and Surroundings,35.23211,-111.62493,https://www.mountainproject.com/route/113846118/martini-ranch,0.47712125471966244
"Slide Machine (V2 3.3 3) 
 Woven In the Pattern (V8 3.0 3)",The Laundry Basket,31.90406,-110.03361,https://www.mountainproject.com/route/116183727/slide-machine,0.47712125471966244
Unnamed V3 (5.11+ V3 3.6 5),Problems on Unnamed Boulders,33.68233,-112.04281,https://www.mountainproject.com/route/108109624/unnamed-v3,0.6989700043360189
Warpaint (V7-8 3.2 5),Warpaint,33.34207,-112.01716,https://www.mountainproject.com/route/119787843/warpaint,0.6989700043360189
Thumb of Power (V5+ 2.6 25),The Egg,33.67591,-112.04002,https://www.mountainproject.com/route/118700854/thumb-of-power,1.3979400086720377
"Heart Cave (V4-5 3.0 11) 
 Heart Cave Direct (V6-7 3.3 4) 
 Mondo Bizarro (V5 3.0 5)",Heart Cave and Surroundings,35.23153,-111.62388,https://www.mountainproject.com/route/106074672/heart-cave,1.0413926851582251
"Big Undercling (V1-2 2.5 29) 
 Left-Right Traverse (V1 3.0 8) 
 Big Bulge Easy (V0 2.0 26)",Problem Child,32.21675,-111.11139,https://www.mountainproject.com/route/105801209/big-undercling,1.462397997898956
Impossible Traverse (V8 3.5 2),Supercrack and The Corridor,34.56706,-112.48811,https://www.mountainproject.com/route/106675321/impossible-traverse,0.3010299956639812
"Industries of Addiction (V2-3 3.5 2) 
 More than Life (V2 3.5 2) 
 The Man of Steel (V2-3 3.0 3)",F. Booze Pig Wall West,35.11343,-111.58103,https://www.mountainproject.com/route/110320172/industries-of-addiction,0.3010299956639812
"Cannabis Maximus (V3 3.3 3) 
 Black Market Connoissuer (V2 3.5 2) 
 Gateway Drug Lords (V3 3.0 2) 
 A Faint Future (V2-3 3.0 2)",A. Gateway Wall,35.11579,-111.58678,https://www.mountainproject.com/route/110316531/cannabis-maximus,0.47712125471966244
Art School Dropouts (V6 3.5 4),Art Boulder,32.37608,-110.95052,https://www.mountainproject.com/route/113447560/art-school-dropouts,0.6020599913279624
"F - Varnished Face (V1 3.3 3) 
 E - The Duemler Roof (V1 3.3 4) 
 G - The Main Event (V0+ 3.0 5) 
 The Black Water Streak (V0 R 3.0 3)",Lost Whiskey Wall,33.56101,-111.51839,https://www.mountainproject.com/route/117729559/f-varnished-face,0.47712125471966244
"DJ's Dyno (V5 3.4 8) 
 DJ's Seam (V2 2.8 31) 
 Meat Suit (V5 2.8 22) 
 DJ's Traverse (V4-5 3.0 6) 
 DJ's Easy (V1 2.5 37) 
 Dj's Block (V3 2.6 29) 
 DJ's Arete (V4+ 2.7 10)",Davey Jones Locker,33.3026,-111.0546,https://www.mountainproject.com/route/106959157/djs-dyno,0.9030899869919435
"Jabroni Brothers (V4 3.5 2) 
 Skyline Arete (V1 3.3 3)",Skyline,35.22849,-111.60623,https://www.mountainproject.com/route/116057481/jabroni-brothers,0.3010299956639812
Lucky 7 Arete (V0 3.7 3),Outfrumunders,34.55058,-112.51955,https://www.mountainproject.com/route/120267047/lucky-7-arete,0.47712125471966244
"Spiritual Claymation (V0+ R 3.3 3) 
 Hot Beef Injection (V6 PG13 3.0 2)",Hot Beef Boulder,31.9304,-109.96968,https://www.mountainproject.com/route/118343040/spiritual-claymation,0.47712125471966244
"Triple Lundee (V7 3.5 2) 
 Mrs. Mantis (V6 3.0 2) 
 Rum Ham (V4 3.0 2) 
 Hoodwink (V10 3.0 1)",Sky Cave,35.2314,-111.60676,https://www.mountainproject.com/route/108665886/triple-lundee,0.3010299956639812
The Long Traverse (V5 3.5 2),Warmup Crack,33.34468,-112.00835,https://www.mountainproject.com/route/120353310/the-long-traverse,0.3010299956639812
Hang Nail (V6-7 PG13 3.5 2),Barefoot Wall,32.36174,-110.71641,https://www.mountainproject.com/route/122988566/hang-nail,0.3010299956639812
Slugma (V1-2 3.7 3),The Aesthetic Area,35.11169,-111.70696,https://www.mountainproject.com/route/123041773/slugma,0.47712125471966244
"Big Wave Dave’s Acid Cave (V2 3.7 3) 
 Fern Gully (V4 3.3 3)",Fern Glen Camp,36.25958,-112.92206,https://www.mountainproject.com/route/122200163/big-wave-daves-acid-cave,0.47712125471966244
"Corpse Reviver (V9 R 3.5 2) 
 Fire Walk With Me (V8 PG13 3.7 3) 
 Death In the Afternoon (V6 R 3.2 5) 
 Art Isn't Real (V7 3.0 2)",Ronald's Chasm,32.42703,-110.75389,https://www.mountainproject.com/route/119016514/corpse-reviver,0.3010299956639812
"Mercury in Retrograde (V7 3.3 4) 
 F*ck the Stars (V9 2.7 3)",Horoscope Boulder,32.39419,-110.68847,https://www.mountainproject.com/route/122334439/mercury-in-retrograde,0.6020599913279624
"Das Boot (V6 3.1 18) 
 Fingertip Mantle (V4 2.7 23) 
 The Gun Fighter (V3 2.4 22) 
 Bill’s Problem (V6- 3.0 3)",Wiley Thompson Boulder,33.68197,-112.0423,https://www.mountainproject.com/route/113913481/das-boot,1.255272505103306
Reverse Traverse (V2 2.7 20),First Boulder,33.34127,-112.01522,https://www.mountainproject.com/route/116592651/reverse-traverse,1.3010299956639813
"Lot Lizard (V5 2.9 15) 
 Lady of the Night (V4 2.6 12)",Hooker Boulder,33.34354,-112.0129,https://www.mountainproject.com/route/116598701/lot-lizard,1.1760912590556813
"The Black Hole (V9 3.1 15) 
 Black Roof (V5 2.1 31) 
 Don't Peace Me Out Yo, Jimmy Simmons (V8 2.6 13) 
 Flat Black (V10 2.8 8)",Black Roof,35.08204,-111.60356,https://www.mountainproject.com/route/106476626/the-black-hole,1.1760912590556813
Backwards to Sunset (V6 3.7 9),Backwards Wall,35.12872,-111.63008,https://www.mountainproject.com/route/119957368/backwards-to-sunset,0.9542425094393249
Unknown Handcrack (V-easy 2.7 23),Girlie Man Area,33.68942,-111.79915,https://www.mountainproject.com/route/111218922/unknown-handcrack,1.3617278360175928
Molyneux's Problem (V8 3.3 15),Roadside Boulder,32.43224,-110.75681,https://www.mountainproject.com/route/108872714/molyneuxs-problem,1.1760912590556813
"Indian Summer (V11+ 3.8 4) 
 Bear Down SDS (V12-13 4.0 3) 
 Indian Summer Stand (V9-10 3.0 5) 
 Bear Down (V10 3.0 5) 
 Pigpen's Arete (V2-3 3.0 3) 
 Those Who Bear the Mark (V1-2 3.0 2)",The 8B Boulder,32.42506,-110.75318,https://www.mountainproject.com/route/108878491/indian-summer,0.6020599913279624
"The Humbler (V4 X 3.5 5) 
 Northwest Face (V4+ 2.6 14) 
 Shelf traverse (V4 2.8 9)",Late Boulder,32.21825,-111.11106,https://www.mountainproject.com/route/106893999/the-humbler,0.6989700043360189
For Those About to Rock (V1 3.1 15),AC/DC Wall,32.43158,-110.77704,https://www.mountainproject.com/route/106021145/for-those-about-to-rock,1.1760912590556813
"Monkey Lust (V3 2.9 25) 
 Double Clutch (V3 2.6 14) 
 Monkey Lust Traverse (V3+ 2.5 6)",Monkey Lust Boulder,33.68239,-112.04304,https://www.mountainproject.com/route/107406025/monkey-lust,1.3979400086720377
"Wreck Yourself (V1+ 2.7 25) 
 Check Yourself (V0 2.4 23) 
 Red Headed Step Child (V2 2.5 17) 
 Kendall's Corner (V2 2.4 19)",The Siblings Boulder,33.34613,-112.00835,https://www.mountainproject.com/route/119146642/wreck-yourself,1.3979400086720377
"Caveman (V6 3.4 10) 
 Snake Pit (V2 PG13 3.0 3)",The Studio,33.35597,-112.0115,https://www.mountainproject.com/route/106680554/caveman,1.0
"Spiderman's Wet Dream (V0 2.8 31) 
 Spiderman (V0 2.9 24) 
 75 Degree Wall (V0+ 2.9 12) 
 The Finale (V1 2.5 8) 
 Jump Back Classic (V1- 3.0 2)",The Back Porch slabs and Jump Back Rock,34.46739,-112.43819,https://www.mountainproject.com/route/108153846/spidermans-wet-dream,1.4913616938342726
"Bathroom Splits (V3 2.7 27) 
 Leaning Crack (V4 2.8 20)",Old Standard aka the Leaning Crack Boulder,31.92198,-109.96798,https://www.mountainproject.com/route/106396966/bathroom-splits,1.4313637641589874
"The ladder (V3 3.3 7) 
 Easy Way Up (V2 PG13 3.0 3)",Amphitheater Boulder,32.38977,-110.70871,https://www.mountainproject.com/route/106775880/the-ladder,0.8450980400142568
"Bounce, Boogie and Bump (V6 3.5 13) 
 Fireboarding (V4 3.5 2)",Terries Boulder,33.34611,-112.00953,https://www.mountainproject.com/route/120266709/bounce-boogie-and-bump,1.1139433523068367
"The Biscuit (V1 3.3 10) 
 Virginia Beach (V2 3.0 9) 
 Wilbur (V5 3.0 4) 
 Stretcher Traverse (V7 3.0 2)",Sunny Perch,35.22798,-111.60874,https://www.mountainproject.com/route/115880852/the-biscuit,1.0
DRL Deluxe (V9 PG13 3.7 3),Upper Outfromunder Boulder,34.54993,-112.51946,https://www.mountainproject.com/route/110512372/drl-deluxe,0.47712125471966244
"Cig Machine (V7 3.7 3) 
 Righteous Beast (V6+ 3.4 5) 
 Destroyer of Worlds (V5+ 3.5 2) 
 Fat Hunk of Burning Love (V4 R 3.3 4) 
 Quivering Beast (V3 3.0 5) 
 Nautilus (V3 3.0 4) 
 Fair Trade (V3 3.0 2)",Split Boulder,32.3435,-111.1586,https://www.mountainproject.com/route/106589388/cig-machine,0.47712125471966244
"Hairpin Roof (V6 3.1 24) 
 The Widowmaker (V4 2.8 23) 
 Cactus Eater (V0-1 2.2 33) 
 Hairpin Roof Right (V7 2.9 18) 
 Syrup Spilla (V7-8 PG13 2.8 5)",Roof,32.31315,-110.74195,https://www.mountainproject.com/route/106610314/hairpin-roof,1.380211241711606
"Harry Spotter (V6 3.7 3) 
 Gulf of Mosquitos Right (V4 3.0 3)",Upper Midgley Wash,34.88372,-111.75427,https://www.mountainproject.com/route/109939928/harry-spotter,0.47712125471966244
Jackpot Low (V9 3.7 3),Jackpot Boulder,33.34186,-112.01524,https://www.mountainproject.com/route/120259727/jackpot-low,0.47712125471966244
Tiger Style (V9 3.8 6),Tiger Style,33.34726,-112.00951,https://www.mountainproject.com/route/120228616/tiger-style,0.7781512503836436
Jolly Roger (V6 3.7 3),3) Jolly Roger,35.23105,-111.60277,https://www.mountainproject.com/route/115419719/jolly-roger,0.47712125471966244
"Horse Flip (V4 3.7 3) 
 Notorious (V5-6 3.5 2) 
 Spit Your Game (V4 2.9 7)",Big Poppa,33.34648,-112.00872,https://www.mountainproject.com/route/120807951/horse-flip,0.47712125471966244
Pinchin Ain't Easy (V6 3.7 3),Pinchin Ain't Easy (Boulder),33.34289,-112.01187,https://www.mountainproject.com/route/120334300/pinchin-aint-easy,0.47712125471966244
Up Shift (V3 3.4 5),Chipmunk Boulder,33.52083,-111.97006,https://www.mountainproject.com/route/118624589/up-shift,0.6989700043360189
"Farstrider (V10 3.5 4) 
 Farstrider Stand (V8 3.0 3)",One Eye Boulder,32.21596,-111.11092,https://www.mountainproject.com/route/118303532/farstrider,0.6020599913279624
"Lucky Goes For a Walk (V9 R 3.2 17) 
 [Redacted] (V5 2.6 21)",Lucky's Boulder,32.42476,-110.75317,https://www.mountainproject.com/route/108880377/lucky-goes-for-a-walk,1.2304489213782739
"Left Diagonal (V1 3.4 7) 
 Right Diagonal (V1 3.3 8) 
 Anchors Away (V1 2.8 9)",The Anchor,35.10187,-111.55636,https://www.mountainproject.com/route/107075259/left-diagonal,0.8450980400142568
"Main Upper Prow Jug to Left (V4 3.0 20) 
 Fault Finder (V5 2.6 14)",Son of Broken Rubber (Main Upper Boulder),32.2167,-111.11129,https://www.mountainproject.com/route/106080578/main-upper-prow-jug-to-left,1.3010299956639813
Shadow Boxer (V5 3.6 5),Basement Wall,34.4515,-112.4744,https://www.mountainproject.com/route/107892327/shadow-boxer,0.6989700043360189
"The Peanut (V8 3.5 8) 
 Burger King (V4 3.1 13) 
 Fuzzy Tounge (V4 X 3.0 3) 
 An Undercling Thing (V4 2.8 12) 
 Ballet Dancer (V2 2.5 12)",Peanut Area,35.232,-111.6245,https://www.mountainproject.com/route/106154676/the-peanut,0.9030899869919435
Diary of a Punter (V5-6 3.5 10),Peter's Cluster,32.42775,-110.75477,https://www.mountainproject.com/route/113219278/diary-of-a-punter,1.0
"Seven Samurai (V5 3.4 11) 
 False Samurai (V4 3.5 4) 
 Varicose Vein (V0 2.9 14)",Seven Samurai,33.35601,-112.01209,https://www.mountainproject.com/route/106673454/seven-samurai,1.0413926851582251
"Perfect Day (V3 3.6 9) 
 Bulging Briefs (V2 2.9 7) 
 Slot Receiver (V2 3.0 7)",*Perfect Day Wall,35.11866,-111.58597,https://www.mountainproject.com/route/111941893/perfect-day,0.9542425094393249
The Gomez Traverse (V7 3.4 13),Gomez Roof,34.85844,-111.639,https://www.mountainproject.com/route/106279594/the-gomez-traverse,1.1139433523068367
Ice Nine (V9 3.8 5),Ice Nine,35.22767,-111.60789,https://www.mountainproject.com/route/108648082/ice-nine,0.6989700043360189
The Rails (V6 2.9 22),Javelina Cave and the A Frame,32.39552,-111.14302,https://www.mountainproject.com/route/105900716/the-rails,1.3424226808222062
"Sahara Motel (V4 3.8 4) 
 Sauriform (V-easy 3.0 2)",Susurradores,31.90571,-110.03318,https://www.mountainproject.com/route/116183765/sahara-motel,0.6020599913279624
"Too Old to Die Young (V4-5 3.4 7) 
 Half-life (V2 2.8 5) 
 Open Arms (V2 2.8 4)",H. Half-life Wall,35.11284,-111.58003,https://www.mountainproject.com/route/107399871/too-old-to-die-young,0.8450980400142568
"Truckload of Art (V3+ 3.6 13) 
 Whammy Bar (V5 3.2 15)",Whammy Block,31.92229,-109.96868,https://www.mountainproject.com/route/120023947/truckload-of-art,1.1139433523068367
Walk The Line (V4 3.0 22),Line of Sight,33.34147,-112.01495,https://www.mountainproject.com/route/116628368/walk-the-line,1.3424226808222062
"Aretey Done (V0- 3.6 8) 
 Middle Slab (V1-2 PG13 3.0 3) 
 Square Slab left (V-easy 3.0 3)",Square Top Boulder,32.3783,-110.689,https://www.mountainproject.com/route/106270122/aretey-done,0.9030899869919435
Highballers Roost (V0-1 3.6 8),Highballers Roost,33.34006,-112.02118,https://www.mountainproject.com/route/116816510/highballers-roost,0.9030899869919435
"Viva La Revolucion (V8 3.8 8) 
 Lerner Problem aka White Pastafarian (V13 3.5 2) 
 Beast from the East (V9 3.4 10) 
 Berlin (V7-8 3.0 10) 
 Tony's Problem (V11 -1.0 0)",Bikini Wall,34.88972,-111.73329,https://www.mountainproject.com/route/114221273/viva-la-revolucion,0.9030899869919435
"Broken Rubber (V6 2.8 31) 
 Cracked Face (V1 2.2 32) 
 Hidden Problem (V3-4 R 3.0 4)",Broken Rubber Boulder (Main Lower Boulder),32.21831,-111.11101,https://www.mountainproject.com/route/106106251/broken-rubber,1.4913616938342726
I dont Know (V1 2.5 2),Arivaca Lake,31.52558,-111.25452,https://www.mountainproject.com/route/106376192/i-dont-know,0.3010299956639812
