Route,Location,Latitude,Longitude,URL,votes_most_log
"Leap of Pleepleus (V2+ 3.0 3) 
 Aping the index (V2-3 2.8 4)",Three Sheets Boulder,32.36712,-110.71485,https://www.mountainproject.com/route/107879096/leap-of-pleepleus,0.47712125471966244
"Brick Toss (V5 4.0 2) 
 Slackline (V3+ PG13 3.0 2)",Solitude Canyon,35.23975,-111.61935,https://www.mountainproject.com/route/106177633/brick-toss,0.3010299956639812
"Sharma Traverse (V9-10 4.0 3) 
 Treefrog Right (V4 2.7 7)",The Maze,33.2994,-111.0536,https://www.mountainproject.com/route/106976919/sharma-traverse,0.47712125471966244
"The Upper Traverse (V4 3.0 5) 
 The Submarine Traverse (V3-4 3.0 17) 
 The Lower Traverse (left of the brain) (V2 2.5 32)",The Brain Boulder A.K.A. The Warm Up Area,35.08106,-111.60461,https://www.mountainproject.com/route/122756327/the-upper-traverse,0.6989700043360189
"Shoot to Kill (V10 PG13 4.0 2) 
 Weapon of Choice (V8-9 PG13 3.0 2)",The Gun Locker,35.06667,-111.69286,https://www.mountainproject.com/route/109448315/shoot-to-kill,0.3010299956639812
Squeeze the Trigger (V4-5 4.0 2),Pepper Patch,33.71237,-111.45053,https://www.mountainproject.com/route/118806229/squeeze-the-trigger,0.3010299956639812
Creature of the Deep (V5+ 3.0 3),Creature Boulder,31.94265,-109.96806,https://www.mountainproject.com/route/120233144/creature-of-the-deep,0.47712125471966244
Who's Steve? (V6 3.0 2),OG spot,33.7119,-111.45157,https://www.mountainproject.com/route/121804901/whos-steve,0.3010299956639812
Alphabet Boyz (V12 3.5 2),Alphabet Boyz Boulder,32.37631,-110.94922,https://www.mountainproject.com/route/113447607/alphabet-boyz,0.3010299956639812
"Coyote RUN! (V0 3.0 2) 
 Public Enema (V8 3.3 9) 
 Fuzzy Little Peach Man (V7- 2.8 9)",Public Enema Roof,33.3438,-112.01244,https://www.mountainproject.com/route/120459203/coyote-run,0.3010299956639812
UK Roof (V5-6 3.5 2),UK Roof,33.35862,-112.03582,https://www.mountainproject.com/route/121632886/uk-roof,0.3010299956639812
"Dark Paradise (V7-8 4.0 2) 
 Lighthouse (V4-5 4.0 2)",Lighthouse Boulders,33.36083,-112.03369,https://www.mountainproject.com/route/121942588/dark-paradise,0.3010299956639812
Coffee Enema (V6-7 4.0 2),Coffee Enema Boulders,33.36226,-112.03195,https://www.mountainproject.com/route/121632745/coffee-enema,0.3010299956639812
"Hot Metal Slide (V4 2.5 2) 
 Playground Bully (V5-6 3.0 1)",The Playground,34.23197,-111.26385,https://www.mountainproject.com/route/121910118/hot-metal-slide,0.3010299956639812
"Poison Arrow (V7 4.0 2) 
 Cornerstone (V5 4.0 1) 
 Poison Arrow Sit (V10 3.5 2)",Goldwater Lake,34.4961,-112.44503,https://www.mountainproject.com/route/116644206/poison-arrow,0.3010299956639812
"Streets of Laredo (V3 3.4 16) 
 A Moment of Airity (V3-4 3.4 11) 
 Harriet Tubman's Gonna Carry me Home (V7 3.7 3) 
 Finding Harriet Tubman (V2 3.0 8) 
 Pinch Overhang (V1 2.7 9) 
 Blue Corn Sunday (V4 3.0 3)",I. Long Ryders Wall,35.1124,-111.57935,https://www.mountainproject.com/route/107399823/streets-of-laredo,1.2041199826559248
Another Eternity (V12-13 3.5 2),Hei-gnar Boulder,32.43111,-110.78054,https://www.mountainproject.com/route/122379751/another-eternity,0.3010299956639812
"Chuck Taylor (V4 3.5 8) 
 The Exhumer (V3 3.7 3) 
 Mainline (V5-6 3.0 2) 
 Unnamed Prow (V6 3.0 2) 
 Chuck Taylor Sit (V7 3.0 1)",Viet Springs,35.30682,-111.71292,https://www.mountainproject.com/route/107206190/chuck-taylor,0.9030899869919435
Baby Momma Mosh Pit (V8 3.4 11),Cashew Boulder,32.37716,-110.69168,https://www.mountainproject.com/route/119815762/baby-momma-mosh-pit,1.0413926851582251
Big Lunch (V11- R 4.0 2),45 Degree Wall,32.43235,-110.77506,https://www.mountainproject.com/route/122219380/big-lunch,0.3010299956639812
"Mars Attacks (V9 3.2 21) 
 Pocket Problem (V1 2.5 20)",Mars Attacks Boulder,34.87173,-111.75336,https://www.mountainproject.com/route/106550099/mars-attacks,1.3222192947339193
Low T High E (V2+ R 3.5 2),The Brutalist,31.92656,-109.9711,https://www.mountainproject.com/route/123528558/low-t-high-e,0.3010299956639812
"Kickback (V5-6 4.0 2) 
 Layout (V2 3.8 4) 
 Split the Difference (V4 3.7 3) 
 Measure Twice (V1-2 3.7 3)",The Workshop wall,35.10915,-111.57264,https://www.mountainproject.com/route/106232258/kickback,0.3010299956639812
"Have A Gneiss Journey (V1+ 4.0 2) 
 Reaching For Forever (V3- 3.3 3) 
 Oh, That's My Spoon (V3-4 3.0 3)",Intuition Boulder,32.34279,-110.85656,https://www.mountainproject.com/route/106620159/have-a-gneiss-journey,0.3010299956639812
"Here I Am (V1 4.0 2) 
 Make It Four (V0+ 3.3 3) 
 Pushing Up Daisies (V1+ 2.5 2) 
 Sexual Cannabalism (V0-1 3.0 2) 
 Say What? (V1 3.0 2) 
 The Widow Maker (V6 3.0 1)",Wave Wall aka Widowmaker,35.10904,-111.57227,https://www.mountainproject.com/route/110345164/here-i-am,0.3010299956639812
The Grinch (V5 4.0 2),South Suess,35.47544,-113.6697,https://www.mountainproject.com/route/114330817/the-grinch,0.3010299956639812
"Muad'Dib (V5 4.0 2) 
 Sol (V4 4.0 1) 
 Sardaukar (V6+ 3.5 2)",South Mountain Tower (Closures in Effect),33.34213,-112.07597,https://www.mountainproject.com/route/107669815/muaddib,0.3010299956639812
"Oh the Places You'll Go (V4 4.0 2) 
 Road Kill Cafe (V5 4.0 1) 
 Black Cat in the Hat (V5+ 3.5 2)",North Suess,35.47647,-113.67962,https://www.mountainproject.com/route/114330795/oh-the-places-youll-go,0.3010299956639812
Ralph Macchio (V5+ 4.0 2),West Elden,35.25598,-111.62377,https://www.mountainproject.com/route/106792267/ralph-macchio,0.3010299956639812
Big Johnson (V2+ 4.0 2),River Crag,33.56101,-111.51838,https://www.mountainproject.com/route/119171922/big-johnson,0.3010299956639812
Palate Expander (V6 4.0 2),The Mouth,33.36129,-112.02458,https://www.mountainproject.com/route/120387354/palate-expander,0.3010299956639812
Corner Pockets (V2- 4.0 2),Corner Pockets Area,33.55625,-111.50993,https://www.mountainproject.com/route/117729949/corner-pockets,0.3010299956639812
The Holy Path (V3 4.0 2),The Holy Wall,33.55675,-111.46175,https://www.mountainproject.com/route/119172095/the-holy-path,0.3010299956639812
Calmer Than You Are (V4 PG13 4.0 2),The Knife,32.41903,-110.79161,https://www.mountainproject.com/route/115189465/calmer-than-you-are,0.3010299956639812
"Pocket Rocket (V4 4.0 2) 
 P.E.ness (V3 4.0 1) 
 The Florito Family Stairway Left (V1-2 3.7 3)",ASU main campus,33.5046,-112.077,https://www.mountainproject.com/route/107264378/pocket-rocket,0.3010299956639812
"Cats Craw (V2 4.0 2) 
 Rednecks on Acid (V1 3.0 1)",The Hair Pin,34.5549,-111.1952,https://www.mountainproject.com/route/107460975/cats-craw,0.3010299956639812
Millennial Falcon (V4 4.0 2),Generational Boulder,31.94329,-109.96831,https://www.mountainproject.com/route/120231719/millennial-falcon,0.3010299956639812
"Crossbones (V7-8 4.0 2) 
 Bones (V5-6 3.0 2)",Crossbones Boulder,32.43476,-110.79494,https://www.mountainproject.com/route/114981481/crossbones,0.3010299956639812
Clam Jam (V8 4.0 2),French Oyster,31.93083,-109.96944,https://www.mountainproject.com/route/118343115/clam-jam,0.3010299956639812
Tree Lobster (V8 4.0 2),6) Tree Lobster,35.23193,-111.60341,https://www.mountainproject.com/route/118202090/tree-lobster,0.3010299956639812
Cavemen (V3-4 4.0 2),Caveman Boulder,31.88932,-110.01224,https://www.mountainproject.com/route/122153179/cavemen,0.3010299956639812
"Frictionless Sex Drive (V8 4.0 2) 
 Frictionless Sex Drive (Stand) (V7 3.0 2)",Frictionless Sex Drive,31.90056,-110.03283,https://www.mountainproject.com/route/116549265/frictionless-sex-drive,0.3010299956639812
"Chronicles (V6 4.0 2) 
 Stranger than Friction (V7 3.0 2)",Gnarnia,32.42176,-110.77964,https://www.mountainproject.com/route/121199622/chronicles,0.3010299956639812
"Blockhead (Sit) (V7 3.7 3) 
 Slick Slab (V2+ 3.7 3)",Slick Slab,31.91886,-109.96421,https://www.mountainproject.com/route/120231111/blockhead-sit,0.47712125471966244
Burn The Witch (V8 4.0 2),Burn The Witch,35.30159,-111.65489,https://www.mountainproject.com/route/119549735/burn-the-witch,0.3010299956639812
"white Rabbit (V3 4.0 2) 
 Cobra Kai (V2 4.0 2) 
 Shattered Fate (V8 4.0 3) 
 The Mullet (V0 3.3 3) 
 The Orb (V7 3.4 5) 
 Los Dos Pacificos (V3 3.3 3) 
 Subway (V4 3.1 7)",The Cemetery,33.41091,-111.34998,https://www.mountainproject.com/route/119883197/white-rabbit,0.3010299956639812
"Painted Redstart (V8 4.0 2) 
 Promised Neverland (V11-12 4.0 1)",Schnebly Hill Overlook,34.88386,-111.70245,https://www.mountainproject.com/route/119902910/painted-redstart,0.3010299956639812
No Time to Cry (V1 PG13 4.0 2),Behind Ski Jump,31.91925,-109.96539,https://www.mountainproject.com/route/122091825/no-time-to-cry,0.3010299956639812
"Weissman Score (V9-10 4.0 4) 
 Upper Decker (V4 3.0 5) 
 Afternoon Delight (V3 2.9 13)",Afternoon Delight,33.34412,-112.01018,https://www.mountainproject.com/route/120165524/weissman-score,0.6020599913279624
"Pistols in Paradise (V6 R 4.0 2) 
 Sawtooth Direct (V5 PG13 3.5 2) 
 Sawtooth (V4 PG13 3.0 6)",Flat Top,31.91961,-109.96506,https://www.mountainproject.com/route/120709737/pistols-in-paradise,0.3010299956639812
"Refried Sunrise (V3 PG13 4.0 2) 
 Fried sunrise (V7 PG13 4.0 1)",Refried Area,31.8777,-110.01935,https://www.mountainproject.com/route/122201819/refried-sunrise,0.3010299956639812
"Mother of Invention (V7 3.5 16) 
 Wonder Boy (V4- 3.1 21)",The Fortress,33.40915,-111.35184,https://www.mountainproject.com/route/107418287/mother-of-invention,1.2041199826559248
Dreamwalker (V7 PG13 4.0 3),Dreamwalker,31.92961,-109.96997,https://www.mountainproject.com/route/118343193/dreamwalker,0.47712125471966244
"Trypophobia (5.14 V10 3.7 3) 
 From Dusk Till Dawn (V12 3.0 1) 
 Mirrors Edge (5.13 V9 X 4.0 1) 
 Full Circle (V10-11 PG13 4.0 1) 
 The Underbelly (V7 3.5 2) 
 The Cultivator (V4 3.0 1) 
 Power struggle (V11 PG13 3.0 2) 
 White Castle (V3 2.0 1) 
 Rage quit (V3 3.0 1) 
 Pricker bush (V0 3.5 2) 
 Salami Flakes (V2- 3.0 2) 
 The Casting Couch (V10 2.0 2)",Salome,33.8488,-113.68882,https://www.mountainproject.com/route/119962212/trypophobia,0.47712125471966244
Call My Mom (V7 PG13 4.0 5),The Flats,31.92255,-109.96886,https://www.mountainproject.com/route/121926382/call-my-mom,0.6989700043360189
"Powerglide (V7- 3.6 32) 
 Magic Conch (V5 3.6 29)",Bivy Boulder,31.91941,-109.96505,https://www.mountainproject.com/route/120709497/powerglide,1.505149978319906
"Mamba Mentality (V10 4.0 2) 
 Lean-to Crack (V5 4.0 1)",Elden Springs,35.27445,-111.57827,https://www.mountainproject.com/route/120069657/mamba-mentality,0.3010299956639812
"Spare me the Details (V4 3.7 10) 
 This American Life (V5-6 3.5 11) 
 No News, is Good News (V5 3.3 16) 
 Old Nessie (V0 3.2 6) 
 Morning Edition (V3-4 2.7 10)",C. NPR Wall,35.11552,-111.58616,https://www.mountainproject.com/route/106231899/spare-me-the-details,1.0
"Postcards from Hell (V4 PG13 4.0 4) 
 Get Behind Me Satan (V6 PG13 4.0 2)",The Mail Slot,31.92503,-109.9701,https://www.mountainproject.com/route/123425155/postcards-from-hell,0.6020599913279624
"Right Arete (V1 3.2 21) 
 Left Arete (V3-4 3.0 17)",Whale Shark Boulder,35.073,-111.6177,https://www.mountainproject.com/route/106134346/right-arete,1.3222192947339193
"DRL Drive Right (V9 4.0 3) 
 DRL Drive Sit Start (V8 3.8 4) 
 Drivin' The Lane (V4 3.5 8) 
 Slam Dunk (V3 3.0 14) 
 Magic (V2 3.3 3) 
 DRL Drive (V7-8 3.3 6)",New Outfromunder Boulders,34.5493,-112.5232,https://www.mountainproject.com/route/110159957/drl-drive-right,0.47712125471966244
"Human Wasteland (V6+ R 4.0 3) 
 Jack and the Beanstock (V4 PG13 3.8 4)",Water Front Area,35.05838,-111.71687,https://www.mountainproject.com/route/107703323/human-wasteland,0.47712125471966244
"The Ski Jump (V6 R 4.0 3) 
 Bunny Slope (V6 3.0 2)",Ski Jump,31.91934,-109.96515,https://www.mountainproject.com/route/121547753/the-ski-jump,0.47712125471966244
Snooter Rooter (V7 4.0 5),Ship of Fools,35.3057,-111.70111,https://www.mountainproject.com/route/114966413/snooter-rooter,0.6989700043360189
"Spectators Sport (V3 3.1 34) 
 La Catrina (V11 3.5 4) 
 Odin's Revenge (V9-10 3.3 12) 
 The Lost World (V10-11 3.4 5)",River Boulder,32.42705,-110.75445,https://www.mountainproject.com/route/106544924/spectators-sport,1.5314789170422551
"The Hole Show (V9 4.0 3) 
 Primal Fury (V10 3.3 3) 
 Free Hugs (V8 3.3 3)",4) Hole Show,35.23131,-111.60268,https://www.mountainproject.com/route/114943421/the-hole-show,0.47712125471966244
"Oomphalos (V7 3.8 11) 
 Rebirth (V5 3.0 5)",Oomphalos Boulder,33.34284,-112.01699,https://www.mountainproject.com/route/120240629/oomphalos,1.0413926851582251
