Route,Location,Latitude,Longitude,URL
"Gram Parsons Memorial Hand Traverse (V0- 2.6 21) 
 Left Flake (V0 2.5 20)",Gram Parsons Memorial Boulder,33.99047,-116.16334,https://www.mountainproject.com/route/105725212/gram-parsons-memorial-hand-traverse
EJ Deluxe Escape (V3 3.0 12),E. J.  Deluxe Boulder,34.03239,-116.1717,https://www.mountainproject.com/route/108757305/ej-deluxe-escape
"Unnamed Traverse (V4 2.3 26) 
 Unnamed (V1 1.3 10)",Dream Sequence Boulder,34.08958,-116.25335,https://www.mountainproject.com/route/112450739/unnamed-traverse
"Doin' The Cockroach (V4 2.7 19) 
 It's All Nice on Ice (V0 1.5 12)",All Nice On Ice,34.03235,-116.17138,https://www.mountainproject.com/route/106711063/doin-the-cockroach
"Arete Boulders Crack (V0- 2.1 29) 
 Right Arete (V1 1.9 22) 
 Unnamed .7 (V-easy 1.5 19) 
 Arete Boulders Face (V2 1.6 10) 
 Left Arete (V0+ 1.6 10)",Arete Boulders,34.02492,-116.15901,https://www.mountainproject.com/route/106150424/arete-boulders-crack
"Porkpie (V-easy 1.9 32) 
 Young Dong (V0 2.6 14) 
 Fedora (V-easy 1.6 24) 
 Turban (V1 1.8 20) 
 Pillbox (V-easy 1.5 21) 
 Sombrero (V0-1 1.4 21) 
 Ten Gallon (V0 1.6 15)",The Hatrack,33.98928,-116.16353,https://www.mountainproject.com/route/106159684/porkpie
Mirage (V2-3 2.8 12),Mirage Boulder,33.95913,-116.07966,https://www.mountainproject.com/route/106153578/mirage
Lapse of Logic (V1 2.3 23),Scatterbrain Boulder,34.01854,-116.16366,https://www.mountainproject.com/route/106382766/lapse-of-logic
Slick Willie (V2 2.3 24),Browning Boulder,34.01533,-116.16652,https://www.mountainproject.com/route/106129847/slick-willie
Boulder Crack (V2 2.9 10),Boulder Crack Rock,33.99625,-116.15613,https://www.mountainproject.com/route/106666829/boulder-crack
Lost Generation (V0- 2.6 16),Papa Boulder,34.02395,-116.17707,https://www.mountainproject.com/route/106356194/lost-generation
Wormhole (V0+ R 2.4 18),Planet X Boulder,33.99712,-116.15523,https://www.mountainproject.com/route/105797257/wormhole
"Riff Raff (V0- 1.8 32) 
 Wannabe (V-easy 1.3 28) 
 Corner Problem (V0 1.7 18)",Facet Boulder,33.98414,-116.1525,https://www.mountainproject.com/route/106121868/riff-raff
"Seven Grain Arete (V1 2.5 17) 
 Whole Grain Goodness (V2 2.5 11) 
 Dances With Weasels (V0 1.6 11) 
 Nutri-Grain (V-easy 1.2 12) 
 Gnarly Barley (V-easy 1.2 10)",Seven Grain Boulder,33.98592,-116.15933,https://www.mountainproject.com/route/106044902/seven-grain-arete
"Cole Dihedral (V0+ 2.5 18) 
 Cole Arete (V2 1.5 12)",Cole Boulder,34.01939,-116.16589,https://www.mountainproject.com/route/106130523/cole-dihedral
"Mel's Traverse (V-easy 2.2 22) 
 Flo (V0 2.4 14) 
 Pickled Pigs Feet (V0- 2.1 18) 
 Corned Beef Hash (V-easy 1.9 16) 
 Chitlins (V-easy 1.8 17) 
 Blue Plate Special (V-easy 1.8 15) 
 Pork Rinds (V-easy 1.6 15)",Mel's Diner Boulder,34.0283,-116.18199,https://www.mountainproject.com/route/116558576/mels-traverse
"Hot and Juicy (V-easy 2.5 15) 
 Semi-Precious (aka  Poorman's Stem Gem) (V0+ 2.3 17)",Semi-Precious Boulder,34.01215,-116.16238,https://www.mountainproject.com/route/106126580/hot-and-juicy
"Lip Service (V2 1.9 28) 
 Split Lip (V-easy 1.0 10)",Trance Stone,34.01846,-116.16897,https://www.mountainproject.com/route/106114349/lip-service
Brown Sugar (V0 2.5 15),Under Lizzy Boulder,34.01907,-116.16609,https://www.mountainproject.com/route/112453963/brown-sugar
Slash Babyface (V0 2.6 11),Baby Face Boulder,33.95997,-116.08043,https://www.mountainproject.com/route/114149841/slash-babyface
Discount Dyno (V0 2.0 23),Discount Dyno Boulder,34.01082,-116.16823,https://www.mountainproject.com/route/107054245/discount-dyno
"The Simpleton (V1 2.1 22) 
 Simpleton Arete (V0- 2.0 16)",Simpleton Rock,34.0028,-116.14955,https://www.mountainproject.com/route/106120193/the-simpleton
"Friction 101 (V1 2.2 20) 
 Friction 100 (V-easy 1.1 24)",Friction Slab,34.02841,-116.14536,https://www.mountainproject.com/route/106345826/friction-101
Flight Attendant (V4 2.7 10),Flight Attendant Rock,33.98306,-116.15544,https://www.mountainproject.com/route/105725548/flight-attendant
[Redacted] (V1 2.2 20),Camp Boulder,33.98365,-116.15426,https://www.mountainproject.com/route/106161778/redacted
